ID,00:08:30:B7:05:62,00:08:30:D7:B8:10,00:08:30:D7:B8:12,00:08:30:E5:30:F4,00:08:30:E5:3E:04,00:08:30:E5:53:40,00:08:30:E5:53:41,00:08:30:E5:53:42,00:08:30:E5:53:43,00:08:30:E5:53:44,00:08:30:E5:7F:E1,00:08:30:E5:7F:E2,00:08:30:E5:7F:E3,00:08:30:E5:7F:E4,00:08:30:E5:9A:23,0C:4B:54:C4:06:9B,3E:2E:F9:D7:B0:9A,44:C3:46:19:93:51,48:7D:2E:20:78:99,5C:83:8F:8F:FD:F0,5C:83:8F:8F:FD:F1,5C:83:8F:8F:FD:F2,5C:83:8F:8F:FD:F4,68:BC:0C:07:24:D0,68:BC:0C:07:24:D1,68:BC:0C:07:24:D2,68:BC:0C:07:24:D3,68:BC:0C:07:24:D4,68:BC:0C:0A:C0:C1,68:BC:0C:0A:D4:E0,68:BC:0C:0A:D4:E1,68:BC:0C:0A:D4:E2,68:BC:0C:0A:D4:E3,68:BC:0C:0A:D4:E4,68:BC:0C:0A:DD:A0,68:BC:0C:0A:DD:A2,68:BC:0C:0A:DD:A3,68:BC:0C:0A:DD:A4,9C:D3:6D:A3:B4:32,DC:EE:06:91:61:D1,E0:B9:4D:36:55:53,EE:D0:9F:57:41:D1,00:08:30:E5:30:F1,00:08:30:E5:3E:00,00:08:30:E5:3E:02,00:08:30:E5:3E:03,00:08:30:E5:7F:E0,60:C5:A8:E1:3D:29,78:54:2E:F0:39:58,DC:FE:18:C6:C4:59,EC:26:CA:38:DB:DC,00:08:30:D7:AD:43,00:08:30:D7:B8:13,00:08:30:D7:B8:14,00:08:30:D7:C3:54,00:08:30:D7:E9:50,00:08:30:E5:30:F3,0C:4B:54:B5:ED:FA,68:BC:0C:07:03:90,68:BC:0C:07:03:91,68:BC:0C:07:03:93,68:BC:0C:07:03:94,00:08:30:D7:99:71,00:08:30:D7:99:72,00:08:30:D7:99:74,00:08:30:D7:B8:11,00:08:30:D7:DB:23,44:C3:46:19:93:89,5C:83:8F:8F:FD:F3,68:BC:0C:07:22:E0,68:BC:0C:07:22:E3,6C:B0:CE:42:51:7C,00:08:30:D7:99:70,00:08:30:D7:C3:50,A8:15:4D:3B:D9:8C,FA:34:41:E1:17:F7,00:08:30:D7:AD:42,00:08:30:D7:B8:42,00:08:30:D7:DB:20,14:75:90:4A:B6:8A,00:08:30:D7:E9:51,00:08:30:D7:E9:52,00:08:30:D7:62:F1,00:08:30:D7:99:73,00:08:30:D7:AD:44,00:08:30:D7:B8:40,00:08:30:E5:0B:A1,00:08:30:E5:3E:01,00:08:30:D7:65:10,00:08:30:D7:65:11,00:08:30:D7:65:12,00:08:30:D7:65:13,00:08:30:D7:AD:40,00:08:30:D7:AD:41,00:08:30:E5:0B:A2,00:08:30:E5:9A:24,00:08:30:B7:05:60,00:08:30:B7:05:64,00:08:30:D7:DB:21,00:08:30:D7:DB:22,00:08:30:D7:DB:24,00:08:30:E5:3D:D1,00:08:30:E5:3D:D4,00:08:30:B7:05:61,00:08:30:B7:05:63,00:08:30:E5:0B:A0,00:08:30:E5:0B:A3,68:BC:0C:0A:C0:C0,68:BC:0C:0A:C0:C2,00:08:30:D7:62:F0,00:08:30:D7:62:F3,00:08:30:D7:62:F4,00:08:30:D7:65:14,00:08:30:E5:0B:A4,68:BC:0C:0A:C0:C4,68:BC:0C:0A:E6:90,68:BC:0C:0A:E6:94,68:BC:0C:07:22:E1,68:BC:0C:0A:B0:73,68:BC:0C:0A:B0:74,68:BC:0C:0A:E6:93,00:08:30:D7:62:F2,00:08:30:D7:B8:43,00:08:30:D7:E9:53,00:08:30:E5:02:B1,00:08:30:E5:02:B3,68:BC:0C:07:22:E2,68:BC:0C:0A:E6:92,5C:83:8F:3C:6E:52,68:BC:0C:0A:B0:71,68:BC:0C:0A:E6:91,00:08:30:B7:00:A2,00:08:30:E5:02:B2,68:BC:0C:07:22:E4,00:08:30:B7:00:A4,00:08:30:D7:B8:41,00:08:30:D7:B8:44,00:08:30:E5:30:F0,5C:83:8F:3C:6E:53,5C:83:8F:3C:6E:54,00:08:30:D7:5F:B1,00:08:30:D7:E9:54,00:08:30:E5:3D:83,00:08:30:E5:3D:84,00:08:30:B7:00:A1,00:08:30:B7:00:A3,00:08:30:D7:C3:51,5C:83:8F:3C:6E:50,5C:83:8F:3C:6E:51,68:BC:0C:07:17:A4,E2:CC:F8:06:03:45,00:08:30:B7:00:A0,00:08:30:E5:3B:61,00:08:30:E5:4B:90,00:08:30:E5:4B:93,00:08:30:E5:4B:92,00:08:30:E5:4B:94,68:BC:0C:0A:C0:C3,00:08:30:D7:C3:53,00:08:30:D7:C3:52,68:BC:0C:07:17:A0,68:BC:0C:07:17:A1,68:BC:0C:07:32:30,34:23:87:9A:E9:D9,68:BC:0C:07:17:A3,68:BC:0C:07:32:34,68:BC:0C:0A:D7:00,68:BC:0C:0A:D7:03,68:BC:0C:0A:D7:02,C0:61:18:3F:80:20,FA:34:41:E1:1A:8B,00:08:30:E5:4B:91,68:BC:0C:0A:D7:01,6E:B0:CE:42:51:7D,00:08:30:D7:B0:B2,00:08:30:D7:BF:D0,00:08:30:E5:3B:60,00:08:30:E5:3B:64,68:BC:0C:07:32:32,00:08:30:E5:3B:62,00:08:30:E5:3B:63,68:BC:0C:0A:D7:04,9E:DA:3E:9D:BA:9D,38:22:D6:A7:DA:D0,00:08:30:D7:BF:D2,00:08:30:D7:BF:D3,00:08:30:D7:BF:D4,00:08:30:D7:B0:B0,00:08:30:D7:BF:D1,D6:25:8B:F1:68:E6,00:08:30:D7:A5:90,00:08:30:D7:A5:91,00:08:30:D7:B0:B3,46:03:2C:D4:E4:A0,00:08:30:D7:A5:93,00:08:30:E5:39:72,00:08:30:D7:A5:92,00:08:30:D7:B0:B4,68:BC:0C:0A:F0:E0,5C:83:8F:77:6E:71,00:08:30:D7:A5:94,00:08:30:D7:B0:B1,68:BC:0C:0A:F0:E1,68:BC:0C:0A:F0:E2,68:BC:0C:0A:F0:E3,68:BC:0C:0A:F0:E4,00:08:30:E5:30:F2,00:08:30:E5:39:73,4C:AC:0A:0C:2E:41,00:08:30:D7:92:20,00:08:30:D7:92:22,00:08:30:D7:92:23,00:08:30:D7:92:24,00:08:30:D7:AC:E0,00:08:30:D7:AC:E3,88:25:93:5F:A7:32,8E:99:4B:00:B6:C8,B8:08:D7:E0:C7:A2,0C:4B:54:B5:EF:B6,24:F2:7F:C3:60:41,24:F2:7F:C3:60:44,3C:CE:73:70:EF:80,3C:CE:73:70:EF:84,BC:46:99:62:C6:23,68:BC:0C:07:03:92,68:BC:0C:0A:DD:A1,00:08:30:E5:9A:21,32:F7:72:53:5E:9A,8A:78:73:C3:D8:4F,00:08:30:E5:3D:D2,AE:ED:5C:A8:F3:45,00:08:30:E5:3D:D0,00:08:30:E5:9A:22,00:08:30:E5:02:B4,00:08:30:E5:02:B0,68:BC:0C:0A:B0:70,68:BC:0C:0A:B0:72,68:BC:0C:07:17:A2,68:BC:0C:0A:AF:20,68:BC:0C:0A:AF:24,00:08:30:E5:39:71,00:08:30:E5:39:74,00:08:30:D7:92:21,4C:AC:0A:0C:2F:95,5E:AC:0A:0C:2F:95,6E:AC:0A:0C:2F:95,24:F2:7F:C3:60:43,24:F2:7F:C3:5F:41,24:F2:7F:C3:5F:44,F0:B4:29:25:C5:7D,00:08:30:E5:39:70,20:DC:E6:B4:2C:DA,68:BC:0C:0A:AF:21,68:BC:0C:0A:AF:23,20:6B:E7:C4:DF:79,68:BC:0C:0A:AF:22,30:FC:68:BB:6E:ED,F4:83:CD:55:10:93,00:08:30:D7:AC:E4,00:0C:43:E1:76:28,00:23:89:D0:CB:40,68:BC:0C:07:09:E1,B4:0F:3B:C5:F3:31,00:08:30:D7:AC:E1,00:08:30:E5:2D:83,F0:B4:29:F1:98:2E,68:BC:0C:07:09:E0,68:BC:0C:07:09:E2,68:BC:0C:07:09:E3,68:BC:0C:07:09:E4,C4:CA:D9:6D:CC:F0,C4:CA:D9:6D:CC:F1,F2:B4:29:F0:98:2E,F8:D0:27:F3:EE:30,30:B4:9E:71:A6:1B,B8:62:1F:53:72:0D,00:08:30:E4:D2:F2,00:08:30:E4:D2:F4,00:08:30:E5:5D:C1,00:08:30:E5:5D:C4,8E:99:4B:00:B5:DC,00:08:30:E4:D2:F0,00:08:30:E4:D2:F3,30:FC:68:90:C5:D8,00:08:30:A7:85:90,00:08:30:A7:85:91,00:08:30:A7:85:93,00:08:30:E5:5D:C3,00:23:89:C4:EE:D0,00:26:99:74:5D:94,14:CC:20:53:97:DC,BC:46:99:34:A6:DA,BA:C1:11:7E:F7:21,20:6B:E7:4B:01:89,00:34:CB:54:CD:00,00:34:CB:68:D7:5F,38:22:D6:55:54:20,F4:83:CD:89:5E:4E,30:FC:68:8D:40:B6,00:08:30:E5:5D:C2,00:08:30:E4:D2:F1,00:08:30:E5:5D:C0,C4:04:15:88:5A:97
23,0,0,0,0,-66.7,-64.4,-64,-64.05,-63.7,-64.05,0,0,0,0,0,0,-71.6,-78.5,0,0,0,0,-71.7778,-56.35,-55.25,-56.95,-56.2,-56.35,0,-70.3,-69.5,-69.5,-70,-71,0,0,0,0,0,-53.2,0,-72.55,0,-66.1,-67.1,-66.1111,0,-75.75,0,0,0,-72.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.6,-70.5,-70.9,0,-75.55,0,0,0,0,-65.7778,0,0,0,0,0,0,0,-67.9,0,-66.95,-69.1111,0,-69,0,-71.8,0,0,0,-76.4,0,0,0,0,0,0,0,-71,0,0,-69,-69.5,0,-72,0,-69,0,-69.6,-66.2,-66.2,-71,0,0,-66.9,-71.1,-68.75,0,0,0,-71,-64.8889,-68.7,0,0,-76,0,-70.8889,0,-67.625,-64.1,0,-69.05,-70.1,0,0,0,0,0,0,0,-70.8,-68.35,0,0,-76,0,0,0,-72,-72,-71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,-65.1,-64.75,-65.4,-65.1,-65.55,-64.45,0,0,0,0,0,0,-61.65,-77,0,0,0,0,0,-55.6,-54.25,-55.15,-54.1,-54.2,0,0,-70,0,0,0,0,0,0,0,0,-56.05,0,-76.05,0,-64.35,-64.35,-65,0,-76.1111,0,0,0,-77,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,-66.1,0,0,0,0,0,0,0,-65.25,0,-65.4,-76,-72,-70.9,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-71.8,-71,-70,0,0,-64.75,-65.05,-70,0,0,-64.15,-71,-67.1,0,0,0,-71,-64.7,-67.35,0,-63.85,-76.5,0,-72,0,-63.625,-66.7,-76.5,-66.85,-65.8,0,0,0,0,0,0,0,-65.65,-68.25,0,-76.95,0,0,0,0,0,0,0,-69.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,-67.5,-66.05,-68.45,-67.35,-67.35,-66.4,0,0,0,0,0,0,-70,-78.5,-88.5,0,0,0,0,-53.1,-52.85,-52.6,-52.4,-53.05,0,0,-69.5,0,-68.9,0,0,0,0,0,-86.5,-52,0,-75.85,0,-65.5,-67.45,-66.0625,0,-76.45,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,-78.4444,0,-71.8889,-68.6875,0,0,0,0,0,0,-66.1,0,-88.5,0,0,-70.4,0,0,-65,0,-66.1,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-71.05,-71,0,0,0,-63.8,-64.25,0,0,0,-64,-71,-66.15,0,0,0,-71,-64.15,-66.7,0,-64,0,0,-72,0,-64.5,-65.1,0,-66.3,-67.2,0,0,0,0,-72,0,-69.5,-65.1,-66.5,0,-75.75,0,0,0,-74.4,0,0,0,0,-70,-71,-72,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,-69.75,-66.35,-67.05,-66.65,-66.85,-66.5,0,0,0,0,0,0,-76,-79,0,0,0,0,0,-53.15,-53,-53.15,-52.9,-52.9,0,0,0,0,-68.6,0,0,0,0,0,-84.4,-54.05,0,-76,0,-69.5,-68.45,-69.7,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.8,0,0,0,0,-71.1111,-70.85,0,0,0,0,0,0,-66.8,0,0,0,0,-69.7,-71,0,-65.45,0,-67.7,0,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69.7,-70,-70.2,-70.95,-70.2,0,0,-69.35,-63.45,-64,-72.75,0,0,-64,-71.625,-65.5,0,0,0,-71.9,-64,-69.2,0,-64,0,0,-72,0,-65,-66.1,0,-68.15,-70.8,0,0,0,0,0,0,0,-69.65,-70,0,-76,-71.5,0,0,0,0,0,0,-71.75,-71.5,0,0,0,-78,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,-65.2,-67.0625,0,0,-68.125,-69,0,0,0,0,0,0,-73,-84.45,0,0,0,0,0,-52,-52,-52.1,-52.05,-52.05,0,0,0,0,0,0,0,0,0,0,-78,-58.3,0,-76.35,0,-68.1,0,-65.125,0,0,0,0,0,0,0,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69.5,-70.2,0,0,-65.7778,0,0,0,-66.8,0,0,0,0,0,0,0,-69.7,0,-66.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70.1667,0,-72,0,0,0,0,-65.1,-64.8,-70.7,0,0,-64.8,-72.65,-70.15,0,0,0,-69.5556,-65.75,-70.3,0,-68,-63.7222,0,-69.3333,-64,-66.5,-67.85,0,-71,-71.15,0,0,0,0,-63,-67.3,-65.875,-70.65,-69.3333,0,-75.25,-64,0,-76.5,0,-72,0,0,-65,-68.35,0,0,0,-85.95,0,-76.5,-76.875,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,-65.95,-68.4444,-69.15,0,-69.8,-69,0,0,0,0,0,0,-68,-84.3,0,0,0,0,0,-52,-52,-52,-52,-52,-70.1111,-68,-66.15,-68.3125,-68.8,-68.25,0,0,0,0,-78,-61.55,0,-77,0,-66.1,-65.4,-65.95,0,-78,0,0,0,0,0,0,-67.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.2,0,0,0,-68.1,0,0,0,-70.15,0,0,0,0,-71,0,0,-70.5,0,-65.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.1,-70.1111,-72,-71,0,0,0,-65.85,-65.25,0,0,0,-65.6,-70.5556,-70.9,0,0,0,-70.8,-66,-70.8,0,-67.95,-65.3,0,-71.2,-71.1111,-67.5,0,0,-71,-70.85,0,0,0,0,-66.45,-66.7,-66.3,-69.75,-70,0,-75.95,-65.3,0,-76,0,-72,0,-70.125,-66.1,-68.75,0,0,0,-85.5,0,0,0,0,-76,-87,-76.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,-63.3889,-70.15,0,-69.9375,-70.375,0,0,0,0,0,0,0,-68,0,0,0,0,0,0,-52,-52,-52.1,-52,-52.05,-66.85,0,0,-67.8125,-65.25,0,0,0,0,0,-78,-67.3,0,0,0,-63.75,-62.7778,-63.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-72,-72,0,0,-68.45,-78,0,0,-71,0,0,0,0,0,0,0,-70.5,0,-63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69.25,-71.5,-71,-71.2,0,0,-66.4,-66,-66,0,0,0,-66,-75.1,0,0,0,0,-71.4444,-66.6,-67.85,0,-67.05,-66.5,0,0,-68.6,-68.4,-72,0,-68.8,-68.25,0,0,0,0,-65.4444,0,-67.3,-66.85,-68.7,0,-75.7,-67.4,0,-76,0,-71.8,-70.375,-68.1,-67.1,-68.6,0,0,-76,-78.5,0,0,-72.6667,0,-72,0,0,-74.15,-75.75,-88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,-66.25,-71,0,0,0,0,0,0,0,0,0,0,-71.05,0,0,0,0,0,0,-53.35,-54.25,-53.3,-53.3,-53.3,-68.6667,0,-63,-63,0,-62,0,0,0,0,-76.7222,-69.5,0,-77.05,0,-65.7,0,0,0,0,-87,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76.5,0,-69,0,0,0,0,0,0,0,0,0,0,0,-76.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68.6875,-68.35,0,0,0,0,0,0,-55.9,-54.75,-76,0,0,-55.85,0,0,0,0,0,0,-55.35,-67.25,0,-54.9,-68.95,0,0,0,0,0,0,-66,-67.1111,0,0,0,0,-68.75,-68.8125,-69,-67.2778,-66,0,-71.45,-68.95,0,0,0,0,0,0,-69,-69,0,0,-72,-79,0,0,0,0,-75.15,0,-74.55,0,0,-72.2,-69,-72,-70,-72,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,-76,-65.7,0,0,0,0,-70,0,0,0,0,0,0,-72.5,0,-78.5,0,0,0,0,-52.3,-52.35,-52.3,-52.25,-52.4,-65,0,0,-68,-66.4375,0,0,0,0,0,-77.1,-67.7,0,-83.45,0,-65.05,-64.45,-66.15,0,0,-81.6667,0,0,0,0,0,-68.45,0,0,0,0,0,0,0,0,0,0,0,0,-82.25,0,0,0,-76.5,0,-66.8889,0,0,0,-72,0,0,0,0,0,0,0,0,0,-66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65.35,-67.75,0,0,0,0,0,-68.45,-58.5,-59.1,0,0,0,-59.3,0,0,0,0,0,0,-59.8,-67.8,0,-58.95,-68.65,0,0,-68.8,0,0,0,-67.2,-67.7,0,0,0,0,-69.15,-68,-68.25,-68.05,-66.7,0,-73.05,-68.75,-69.1,-70.35,-69.05,-70.6,-70.05,-68.65,-68.65,-66.1875,0,0,0,-78.6,0,0,0,0,-72.75,0,-74.7,0,-72,-74.9444,0,0,0,0,-72,-69.3125,-68.6,-71.1667,-71.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,-64,-68.45,0,-66,-70,-66,0,0,0,0,0,0,-73,0,0,0,0,0,0,-52.3,-52,-52.05,-52.45,-52.3,-66.65,-68.95,0,0,-66.5,-69.45,0,0,0,0,-75.6,-67.7,0,-87.35,0,-64.45,-63.5,-61.75,0,0,-79,0,0,0,0,0,-69.05,0,0,0,0,0,0,0,0,0,0,0,0,-88.5,0,0,0,0,0,-66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-63.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66.1,-67.5,-76,0,0,0,0,-68.15,-63.4,-63.7,0,0,0,-61.9,0,0,0,0,0,0,-62.2,-67.3,0,-64.45,-69.3,0,0,-70,0,0,0,-67.6,-67.35,0,0,0,0,-69.85,-70.55,-68,-67.65,-67.8,0,-75.8,-71,-68.8,-71.35,0,0,-70.5,-69.05,-68.5,-68,0,0,0,-79.35,0,0,0,-70.75,0,0,-75,0,-70.6667,-84.7,0,0,-69.3,-69.35,0,-70.3,-68.65,-72,-72,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,-60.8,0,0,0,-76,0,0,0,0,0,0,0,-77,0,0,0,0,0,0,-53.25,-53.25,-53.4,-53.35,-53.65,-64.3125,-63.3125,0,-63.55,-64,0,0,0,0,0,-76.1,-70.9,0,-85.1,0,-61.5,-61.05,-57.05,0,0,0,0,0,0,0,0,-69.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68.8889,0,0,0,0,0,0,0,0,0,0,0,0,0,-56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76.5,0,0,-67,-56.55,-59.85,0,0,0,-58.75,-76.5,0,0,0,0,0,-58.4,-65,0,-59,-68.25,0,0,-70.75,0,0,0,-65.4,-64.2,0,0,0,0,-69.85,-71,0,-65.25,-65.5,0,-73.5,-70.8,0,-69.8333,-70.3333,-69.55,-68.8,0,-68.5,-68.45,0,0,0,-77.65,0,0,-70.05,-71.15,-73,-88.5,-75.3333,-68.35,-70.6667,0,0,-72,0,-68.6667,0,0,0,-70,0,-87,-70,-71.4,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,-62.1,-74.35,-69.4444,0,-70,-66.3333,0,0,0,0,0,0,-77.5,-86.5,0,0,0,0,0,-56.45,-57.2,-58.15,-57.9,-57.5,-65.2,-62.8,-62.75,-63.1,-64.05,-62.85,0,0,0,0,-76.9,-69.8,0,-83.35,0,-61.25,-62.7,-61.3,0,0,-78.5,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,-59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,0,0,0,0,0,-63.2,-61.2,0,0,0,-62.8,0,0,0,0,0,0,-61.7,-65.35,0,-60.25,-68.5,0,0,-70,0,0,0,-64.95,-65.4,0,0,0,0,-69.5,-71.25,0,-65.4,-65.65,0,-75.4,-70.15,0,-70.35,-70.35,-70.25,-67.4,-64.6,-68.5,-69,0,0,0,-78.1,0,0,-69.55,-71.45,-68.8,-88.5,-75.8125,-69.2,-70.05,0,0,0,-73.25,-68.55,0,0,-71.4444,-70.05,0,0,-70,0,-71.9,-71.3,-70.5,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
